election,state,county,precinct,office,candidate,party,vote_mode,votes,writein,result_status,source_url,source_filename,datetime_retrieved
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,Auditor General,Bob Goodrich,CST,Total,3,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,State Treasurer,Erin McClelland,DEM,Total,437,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,State Treasurer,Stacy Garrity,REP,Total,261,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,State Treasurer,Nickolas Ciesielski,LIB,Total,14,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,State Treasurer,Troy Bowman,CST,Total,5,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,State Treasurer,Chris Foster,FWD,Total,4,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,Representative in Congress in the 7th Congressional Dist,Susan Wild,DEM,Total,488,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,Representative in Congress in the 7th Congressional Dist,Ryan E Mackenzie,REP,Total,252,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,Representative in the General Assembly in the 132nd Legi,Mike Schlossberg,DEM,Total,602,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,Allentown Ordinance No. 16037,,Yes,Total,306,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 1st Dist- 0048,Allentown Ordinance No. 16037,,No,Total,404,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Presidential Electors,Harris and Walz,DEM,Total,594,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Presidential Electors,Trump and Vance,REP,Total,404,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Presidential Electors,Oliver and ter Maat,LIB,Total,5,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Presidential Electors,Stein and Ware,GRN,Total,5,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,United States Senator,Robert P Casey Jr,DEM,Total,576,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,United States Senator,Dave McCormick,REP,Total,391,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,United States Senator,John C Thomas,LIB,Total,12,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,United States Senator,Leila Hazou,GRN,Total,16,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,United States Senator,Marty Selker,CST,Total,2,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Attorney General,Eugene DePasquale,DEM,Total,538,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Attorney General,Dave Sunday,REP,Total,410,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Attorney General,Robert Cowburn,LIB,Total,13,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Attorney General,Richard L Weiss,GRN,Total,12,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Attorney General,Justin L Magill,CST,Total,3,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Attorney General,Eric L Settle,FWD,Total,2,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Auditor General,Malcolm Kenyatta,DEM,Total,546,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Auditor General,Tim DeFoor,REP,Total,393,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Auditor General,Reece Smith,LIB,Total,22,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Auditor General,Eric K Anton,ASP,Total,5,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Auditor General,Bob Goodrich,CST,Total,10,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,State Treasurer,Erin McClelland,DEM,Total,529,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,State Treasurer,Stacy Garrity,REP,Total,399,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,State Treasurer,Nickolas Ciesielski,LIB,Total,15,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,State Treasurer,Troy Bowman,CST,Total,9,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,State Treasurer,Chris Foster,FWD,Total,4,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Representative in Congress in the 7th Congressional Dist,Susan Wild,DEM,Total,601,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Representative in Congress in the 7th Congressional Dist,Ryan E Mackenzie,REP,Total,394,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Representative in the General Assembly in the 132nd Legi,Mike Schlossberg,DEM,Total,776,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Allentown Ordinance No. 16037,,Yes,Total,439,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 18th Ward 2nd Dist- 0049,Allentown Ordinance No. 16037,,No,Total,499,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Presidential Electors,Harris and Walz,DEM,Total,322,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Presidential Electors,Trump and Vance,REP,Total,287,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Presidential Electors,Oliver and ter Maat,LIB,Total,1,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Presidential Electors,Stein and Ware,GRN,Total,3,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,United States Senator,Robert P Casey Jr,DEM,Total,314,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,United States Senator,Dave McCormick,REP,Total,268,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,United States Senator,John C Thomas,LIB,Total,5,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,United States Senator,Leila Hazou,GRN,Total,11,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,United States Senator,Marty Selker,CST,Total,1,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Attorney General,Eugene DePasquale,DEM,Total,310,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Attorney General,Dave Sunday,REP,Total,262,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Attorney General,Robert Cowburn,LIB,Total,8,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Attorney General,Richard L Weiss,GRN,Total,6,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Attorney General,Justin L Magill,CST,Total,7,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Attorney General,Eric L Settle,FWD,Total,1,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Auditor General,Malcolm Kenyatta,DEM,Total,306,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Auditor General,Tim DeFoor,REP,Total,260,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Auditor General,Reece Smith,LIB,Total,11,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Auditor General,Eric K Anton,ASP,Total,2,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Auditor General,Bob Goodrich,CST,Total,7,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,State Treasurer,Erin McClelland,DEM,Total,303,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,State Treasurer,Stacy Garrity,REP,Total,262,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,State Treasurer,Nickolas Ciesielski,LIB,Total,9,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,State Treasurer,Troy Bowman,CST,Total,4,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,State Treasurer,Chris Foster,FWD,Total,5,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Representative in Congress in the 7th Congressional Dist,Susan Wild,DEM,Total,330,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Representative in Congress in the 7th Congressional Dist,Ryan E Mackenzie,REP,Total,270,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Representative in the General Assembly in the 134th Legi,Peter Schweyer,DEM,Total,452,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Allentown Ordinance No. 16037,,Yes,Total,331,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 1st Dist- 0050,Allentown Ordinance No. 16037,,No,Total,235,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Presidential Electors,Harris and Walz,DEM,Total,564,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Presidential Electors,Trump and Vance,REP,Total,378,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Presidential Electors,Oliver and ter Maat,LIB,Total,3,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Presidential Electors,Stein and Ware,GRN,Total,6,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,United States Senator,Robert P Casey Jr,DEM,Total,558,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,United States Senator,Dave McCormick,REP,Total,323,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,United States Senator,John C Thomas,LIB,Total,20,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,United States Senator,Leila Hazou,GRN,Total,16,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,United States Senator,Marty Selker,CST,Total,3,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Attorney General,Eugene DePasquale,DEM,Total,547,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Attorney General,Dave Sunday,REP,Total,322,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Attorney General,Robert Cowburn,LIB,Total,17,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Attorney General,Richard L Weiss,GRN,Total,15,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Attorney General,Justin L Magill,CST,Total,7,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Attorney General,Eric L Settle,FWD,Total,6,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Auditor General,Malcolm Kenyatta,DEM,Total,550,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Auditor General,Tim DeFoor,REP,Total,304,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Auditor General,Reece Smith,LIB,Total,28,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Auditor General,Eric K Anton,ASP,Total,11,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,Auditor General,Bob Goodrich,CST,Total,15,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,State Treasurer,Erin McClelland,DEM,Total,539,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,State Treasurer,Stacy Garrity,REP,Total,318,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
2024 GENERAL,PENNSYLVANIA,LEHIGH COUNTY,Allentown 19th Ward 2nd Dist- 0051,State Treasurer,Nickolas Ciesielski,LIB,Total,24,no,OFFICIAL,https://www.livevoterturnout.com/ENR/lehighpaenr/8/en/Index_8.html,precincts_8.csv,12/7/2024 10:39PM
