election,state,county,precinct,office,candidate,party,vote_mode,votes,writein,result_status,source_url,source_filename,datetime_retrieved
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,ATTORNEY GENERAL,ERIC L SETTLE,FWD,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,ATTORNEY GENERAL,Totals,Write-In,Election Day,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,ATTORNEY GENERAL,Totals,Write-In,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,ATTORNEY GENERAL,Totals,Write-In,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,MALCOLM KENYATTA,DEM,Election Day,289,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,MALCOLM KENYATTA,DEM,Mail,206,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,MALCOLM KENYATTA,DEM,Provisional,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,TIM DEFOOR,REP,Election Day,414,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,TIM DEFOOR,REP,Mail,128,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,TIM DEFOOR,REP,Provisional,4,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,REECE SMITH,LIB,Election Day,16,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,REECE SMITH,LIB,Mail,5,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,REECE SMITH,LIB,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,ERIC K ANTON,ASP,Election Day,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,ERIC K ANTON,ASP,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,ERIC K ANTON,ASP,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,BOB GOODRICH,CST,Election Day,5,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,BOB GOODRICH,CST,Mail,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,BOB GOODRICH,CST,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,Totals,Write-In,Election Day,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,Totals,Write-In,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,AUDITOR GENERAL,Totals,Write-In,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,ERIN MCCLELLAND,DEM,Election Day,276,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,ERIN MCCLELLAND,DEM,Mail,201,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,ERIN MCCLELLAND,DEM,Provisional,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,STACY GARRITY,REP,Election Day,423,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,STACY GARRITY,REP,Mail,129,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,STACY GARRITY,REP,Provisional,4,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,NICKOLAS CIESIELSKI,LIB,Election Day,19,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,NICKOLAS CIESIELSKI,LIB,Mail,5,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,NICKOLAS CIESIELSKI,LIB,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,TROY BOWMAN,CST,Election Day,5,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,TROY BOWMAN,CST,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,TROY BOWMAN,CST,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,CHRIS FOSTER,FWD,Election Day,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,CHRIS FOSTER,FWD,Mail,2,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,CHRIS FOSTER,FWD,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,Totals,Write-In,Election Day,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,Totals,Write-In,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,STATE TREASURER,Totals,Write-In,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,JANELLE STELSON,DEM,Election Day,323,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,JANELLE STELSON,DEM,Mail,230,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,JANELLE STELSON,DEM,Provisional,2,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,SCOTT PERRY,REP,Election Day,403,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,SCOTT PERRY,REP,Mail,116,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,SCOTT PERRY,REP,Provisional,3,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Totals,Write-In,Election Day,2,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Totals,Write-In,Mail,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Totals,Write-In,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,SARA AGERTON,DEM,Election Day,296,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,SARA AGERTON,DEM,Mail,206,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,SARA AGERTON,DEM,Provisional,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,SHERYL DELOZIER,REP,Election Day,425,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,SHERYL DELOZIER,REP,Mail,130,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,SHERYL DELOZIER,REP,Provisional,4,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,Totals,Write-In,Election Day,3,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,Totals,Write-In,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY 88TH DISTRICT,Totals,Write-In,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,KAMALA D HARRIS,DEM,Election Day,374,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,KAMALA D HARRIS,DEM,Mail,234,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,KAMALA D HARRIS,DEM,Provisional,6,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,DONALD J TRUMP,REP,Election Day,463,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,DONALD J TRUMP,REP,Mail,127,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,DONALD J TRUMP,REP,Provisional,5,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,CHASE OLIVER,LIB,Election Day,6,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,CHASE OLIVER,LIB,Mail,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,CHASE OLIVER,LIB,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,JILL STEIN,GRN,Election Day,3,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,JILL STEIN,GRN,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,JILL STEIN,GRN,Provisional,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,Totals,Write-In,Election Day,3,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,Totals,Write-In,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,PRESIDENTIAL ELECTORS,Totals,Write-In,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,ROBERT P CASEY JR,DEM,Election Day,359,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,ROBERT P CASEY JR,DEM,Mail,233,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,ROBERT P CASEY JR,DEM,Provisional,5,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,DAVE MCCORMICK,REP,Election Day,453,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,DAVE MCCORMICK,REP,Mail,126,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,DAVE MCCORMICK,REP,Provisional,5,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,JOHN C THOMAS,LIB,Election Day,14,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,JOHN C THOMAS,LIB,Mail,2,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,JOHN C THOMAS,LIB,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,LEILA HAZOU,GRN,Election Day,8,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,LEILA HAZOU,GRN,Mail,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,LEILA HAZOU,GRN,Provisional,1,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,MARTY SELKER,CST,Election Day,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,MARTY SELKER,CST,Mail,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
2024 GENERAL,PENNSYLVANIA,CUMBERLAND COUNTY,HAMPDEN 3,UNITED STATES SENATOR,MARTY SELKER,CST,Provisional,0,no,OFFICIAL,https://www.cumberlandcountypa.gov/DocumentCenter/View/52475/Official-Precinct-Report,cumberland_cleaned.txt,11/19/2024 08:53AM
